code,area,year,1_year_survival_rate,2_year_survival_rate,3_year_survival_rate,4_year_survival_rate,5_year_survival_rate,birth_rate,death_rate
S92000003,Scotland,2014,92.4,76.1,60.4,49.0,42.3,12.7,9.3
N92000002,Northern Ireland,2014,86.0,69.6,58.2,49.8,44.6,8.7,8.0
K04000001,England And Wales,2014,92.3,75.9,61.3,49.3,42.5,13.9,9.7
K03000001,Great Britain,2014,92.3,75.9,61.3,49.3,42.5,13.8,9.7
K02000001,United Kingdom,2014,92.2,75.8,61.2,49.3,42.5,13.7,9.7
E09000001,City of London,2015,75.2,60.3,35.0,28.7,0.0,19.0,8.7
E09000002,Barking and Dagenham,2015,94.9,74.2,54.4,42.0,0.0,25.4,11.7
E09000003,Barnet,2015,81.6,63.6,50.0,42.2,0.0,17.0,13.0
E09000004,Bexley,2015,94.1,76.3,58.9,47.0,0.0,17.7,10.4
E09000005,Brent,2015,91.0,72.2,55.6,46.8,0.0,18.4,11.4
E09000006,Bromley,2015,92.9,76.3,60.5,51.1,0.0,14.9,10.3
E09000007,Camden,2015,81.5,63.3,48.8,39.9,0.0,17.3,10.9
E09000008,Croydon,2015,92.4,74.0,57.7,47.1,0.0,17.3,11.5
E09000009,Ealing,2015,92.8,73.0,57.6,47.4,0.0,18.3,11.0
E09000010,Enfield,2015,91.1,71.6,55.8,44.8,0.0,18.1,12.5
E09000011,Greenwich,2015,93.6,74.8,58.4,47.8,0.0,22.5,11.9
E09000012,Hackney,2015,89.4,69.9,53.3,44.6,0.0,22.2,10.9
E09000013,Hammersmith and Fulham,2015,86.9,66.2,49.4,39.6,0.0,18.2,12.3
E09000014,Haringey,2015,91.7,73.8,56.8,47.4,0.0,18.5,11.2
E09000015,Harrow,2015,91.2,72.4,56.0,47.6,0.0,17.2,11.9
E09000016,Havering,2015,93.3,74.1,56.1,45.9,0.0,17.0,10.7
E09000017,Hillingdon,2015,91.1,72.9,56.1,47.4,0.0,17.1,10.7
E09000018,Hounslow,2015,92.1,72.9,56.6,46.5,0.0,18.2,11.3
E09000019,Islington,2015,60.5,46.8,35.4,29.5,0.0,24.7,18.5
E09000020,Kensington and Chelsea,2015,87.0,67.3,52.2,44.8,0.0,16.4,10.1
E09000021,Kingston upon Thames,2015,90.1,71.9,56.9,47.8,0.0,15.3,9.9
E09000022,Lambeth,2015,93.7,73.1,48.0,38.0,0.0,19.8,15.2
E09000023,Lewisham,2015,94.6,74.8,55.7,44.7,0.0,19.7,12.4
E09000024,Merton,2015,92.1,74.6,57.3,47.9,0.0,18.4,10.8
E09000025,Newham,2015,93.2,72.4,54.5,45.1,0.0,25.9,13.1
E09000026,Redbridge,2015,90.8,71.9,54.9,44.8,0.0,21.6,13.4
E09000027,Richmond upon Thames,2015,91.6,74.8,60.7,51.6,0.0,14.3,9.7
E09000028,Southwark,2015,88.2,70.8,54.5,45.3,0.0,18.3,11.5
E09000029,Sutton,2015,92.9,75.1,59.5,49.8,0.0,15.4,11.4
E09000030,Tower Hamlets,2015,86.5,67.3,51.4,41.8,0.0,21.3,13.3
E09000031,Waltham Forest,2015,93.4,73.5,55.8,46.0,0.0,22.6,12.0
E09000032,Wandsworth,2015,92.2,70.3,52.2,41.8,0.0,19.3,11.7
E09000033,Westminster,2015,74.7,58.4,46.6,39.8,0.0,16.4,11.4
E13000001,Inner London,2015,82.5,64.5,48.0,39.6,0.0,19.2,12.1
E13000002,Outer London,2015,91.2,72.6,56.4,46.6,0.0,18.0,11.5
E12000001,North East,2015,92.0,71.6,54.7,44.7,0.0,13.6,10.9
E12000002,North West,2015,90.7,70.8,54.6,45.2,0.0,14.1,11.3
E12000003,Yorkshire And The Humber,2015,90.7,71.8,55.5,46.3,0.0,13.7,10.3
E12000004,East Midlands,2015,92.2,74.4,53.3,43.8,0.0,14.4,10.4
E12000005,West Midlands,2015,90.9,72.7,55.9,45.2,0.0,14.1,10.3
E12000006,East,2015,91.5,73.5,58.0,48.7,0.0,13.4,10.1
E12000007,London,2015,86.4,68.2,51.8,42.8,0.0,18.6,11.8
E12000008,South East,2015,90.6,73.0,58.4,49.4,0.0,13.2,10.0
E12000009,South West,2015,91.1,73.4,59.4,50.6,0.0,11.8,9.7
E92000001,England,2015,89.7,71.4,55.2,45.9,0.0,14.7,10.6
W92000004,Wales,2015,90.8,71.1,55.9,46.9,0.0,12.1,10.1
S92000003,Scotland,2015,90.1,71.3,55.6,46.1,0.0,12.6,10.6
N92000002,Northern Ireland,2015,88.2,69.8,56.8,49.5,0.0,9.7,7.3
K04000001,England And Wales,2015,89.8,71.4,55.2,45.9,0.0,14.6,10.6
K03000001,Great Britain,2015,89.8,71.4,55.2,45.9,0.0,14.4,10.6
K02000001,United Kingdom,2015,89.7,71.3,55.3,46.0,0.0,14.3,10.6
E09000001,City of London,2016,79.3,50.3,38.7,0.0,0.0,16.1,11.5
E09000002,Barking and Dagenham,2016,94.6,71.0,53.5,0.0,0.0,23.2,12.0
E09000003,Barnet,2016,85.4,66.8,52.7,0.0,0.0,16.1,12.4
E09000004,Bexley,2016,93.0,71.0,55.5,0.0,0.0,16.4,10.2
E09000005,Brent,2016,91.9,69.9,54.1,0.0,0.0,17.8,10.8
E09000006,Bromley,2016,92.8,72.7,56.8,0.0,0.0,14.4,9.8
E09000007,Camden,2016,87.9,69.9,54.0,0.0,0.0,17.6,10.6
E09000008,Croydon,2016,92.3,69.2,53.2,0.0,0.0,17.2,11.6
E09000009,Ealing,2016,93.2,72.1,54.9,0.0,0.0,17.8,10.9
E09000010,Enfield,2016,91.7,69.2,53.8,0.0,0.0,17.5,12.2
E09000011,Greenwich,2016,93.0,69.9,52.6,0.0,0.0,19.8,11.0
E09000012,Hackney,2016,91.0,69.2,53.4,0.0,0.0,21.6,10.8
E09000013,Hammersmith and Fulham,2016,90.0,68.5,51.5,0.0,0.0,16.1,11.8
E09000014,Haringey,2016,92.1,71.0,54.7,0.0,0.0,17.6,10.9
E09000015,Harrow,2016,90.8,69.4,53.9,0.0,0.0,16.6,12.1
E09000016,Havering,2016,93.5,72.9,54.2,0.0,0.0,16.7,11.3
E09000017,Hillingdon,2016,92.8,70.9,53.0,0.0,0.0,16.9,10.6
E09000018,Hounslow,2016,91.6,71.3,56.2,0.0,0.0,17.5,10.4
E09000019,Islington,2016,89.2,68.0,51.2,0.0,0.0,17.7,12.3
E09000020,Kensington and Chelsea,2016,89.4,70.5,55.3,0.0,0.0,15.4,10.3
E09000021,Kingston upon Thames,2016,91.8,73.8,59.6,0.0,0.0,14.6,10.5
E09000022,Lambeth,2016,94.2,67.6,51.0,0.0,0.0,18.4,13.1
E09000023,Lewisham,2016,94.5,69.9,52.7,0.0,0.0,18.6,11.5
E09000024,Merton,2016,93.3,73.1,56.7,0.0,0.0,16.7,11.5
E09000025,Newham,2016,94.9,75.8,59.7,0.0,0.0,29.6,12.2
E09000026,Redbridge,2016,92.2,69.6,53.6,0.0,0.0,19.3,12.7
E09000027,Richmond upon Thames,2016,92.1,74.4,59.4,0.0,0.0,13.7,9.8
E09000028,Southwark,2016,90.6,61.4,45.0,0.0,0.0,19.3,10.9
E09000029,Sutton,2016,94.2,73.6,59.2,0.0,0.0,15.0,9.7
E09000030,Tower Hamlets,2016,89.2,68.8,51.1,0.0,0.0,19.5,13.5
E09000031,Waltham Forest,2016,94.1,71.4,55.2,0.0,0.0,20.0,11.9
E09000032,Wandsworth,2016,92.4,68.7,51.6,0.0,0.0,17.7,12.0
E09000033,Westminster,2016,78.0,62.9,50.9,0.0,0.0,14.3,11.2
E13000001,Inner London,2016,88.0,66.5,51.2,0.0,0.0,17.8,11.5
E13000002,Outer London,2016,91.9,70.8,54.8,0.0,0.0,17.1,11.2
E12000001,North East,2016,92.4,71.0,54.7,0.0,0.0,13.7,10.7
E12000002,North West,2016,91.7,68.3,48.6,0.0,0.0,15.2,10.6
E12000003,Yorkshire And The Humber,2016,91.7,69.0,52.3,0.0,0.0,13.7,10.0
E12000004,East Midlands,2016,92.7,69.2,54.0,0.0,0.0,13.4,9.9
E12000005,West Midlands,2016,92.3,71.8,47.6,0.0,0.0,15.5,9.7
E12000006,East,2016,93.6,60.4,45.8,0.0,0.0,15.8,9.4
E12000007,London,2016,89.8,68.5,52.8,0.0,0.0,17.5,11.4
E12000008,South East,2016,91.6,72.7,57.8,0.0,0.0,12.8,9.8
E12000009,South West,2016,92.1,61.4,49.0,0.0,0.0,13.6,9.3
E92000001,England,2016,91.6,68.0,51.5,0.0,0.0,15.0,10.2
W92000004,Wales,2016,91.8,70.9,54.6,0.0,0.0,12.3,9.7
S92000003,Scotland,2016,91.7,72.6,56.5,0.0,0.0,12.5,10.6
N92000002,Northern Ireland,2016,88.5,70.9,58.5,0.0,0.0,10.2,7.4
K04000001,England And Wales,2016,91.6,68.0,51.6,0.0,0.0,14.9,10.2
K03000001,Great Britain,2016,91.6,68.3,51.9,0.0,0.0,14.7,10.2
K02000001,United Kingdom,2016,91.5,68.3,52.0,0.0,0.0,14.6,10.2
E09000001,City of London,2017,79.7,41.1,0.0,0.0,0.0,17.9,22.4
E09000002,Barking and Dagenham,2017,92.1,71.8,0.0,0.0,0.0,17.5,15.5
E09000003,Barnet,2017,80.3,62.9,0.0,0.0,0.0,14.6,16.0
E09000004,Bexley,2017,91.2,72.1,0.0,0.0,0.0,13.7,13.0
E09000005,Brent,2017,89.5,69.5,0.0,0.0,0.0,15.3,12.9
E09000006,Bromley,2017,93.0,75.0,0.0,0.0,0.0,15.2,11.5
E09000007,Camden,2017,85.1,67.7,0.0,0.0,0.0,15.4,14.6
E09000008,Croydon,2017,89.0,68.8,0.0,0.0,0.0,14.3,13.5
E09000009,Ealing,2017,91.0,72.3,0.0,0.0,0.0,15.1,12.0
E09000010,Enfield,2017,87.4,68.3,0.0,0.0,0.0,14.6,14.7
E09000011,Greenwich,2017,90.5,72.2,0.0,0.0,0.0,15.9,14.2
E09000012,Hackney,2017,88.9,70.0,0.0,0.0,0.0,18.5,13.5
E09000013,Hammersmith and Fulham,2017,87.1,68.7,0.0,0.0,0.0,14.3,13.2
E09000014,Haringey,2017,89.5,69.3,0.0,0.0,0.0,15.2,13.8
E09000015,Harrow,2017,86.2,68.0,0.0,0.0,0.0,14.0,13.4
E09000016,Havering,2017,89.9,70.6,0.0,0.0,0.0,13.6,13.0
E09000017,Hillingdon,2017,89.0,70.5,0.0,0.0,0.0,14.0,12.6
E09000018,Hounslow,2017,89.9,70.3,0.0,0.0,0.0,14.0,13.0
E09000019,Islington,2017,87.6,68.6,0.0,0.0,0.0,16.6,13.3
E09000020,Kensington and Chelsea,2017,86.8,70.3,0.0,0.0,0.0,13.7,11.4
E09000021,Kingston upon Thames,2017,91.8,74.9,0.0,0.0,0.0,13.2,11.6
E09000022,Lambeth,2017,90.9,69.8,0.0,0.0,0.0,15.2,15.9
E09000023,Lewisham,2017,91.6,71.6,0.0,0.0,0.0,15.9,14.6
E09000024,Merton,2017,89.8,72.8,0.0,0.0,0.0,14.6,12.7
E09000025,Newham,2017,93.2,69.8,0.0,0.0,0.0,19.7,14.0
E09000026,Redbridge,2017,88.4,69.6,0.0,0.0,0.0,16.1,15.6
E09000027,Richmond upon Thames,2017,90.2,73.5,0.0,0.0,0.0,12.5,11.1
E09000028,Southwark,2017,87.0,68.9,0.0,0.0,0.0,14.3,14.6
E09000029,Sutton,2017,91.9,74.9,0.0,0.0,0.0,12.3,11.9
E09000030,Tower Hamlets,2017,88.1,69.6,0.0,0.0,0.0,16.4,14.5
E09000031,Waltham Forest,2017,92.6,73.0,0.0,0.0,0.0,16.4,14.5
E09000032,Wandsworth,2017,89.6,71.1,0.0,0.0,0.0,15.1,14.1
E09000033,Westminster,2017,78.4,63.6,0.0,0.0,0.0,13.8,14.1
E13000001,Inner London,2017,85.8,65.2,0.0,0.0,0.0,15.7,14.9
E13000002,Outer London,2017,89.0,70.4,0.0,0.0,0.0,14.6,13.4
E12000001,North East,2017,90.0,71.0,0.0,0.0,0.0,12.6,12.0
E12000002,North West,2017,89.7,63.8,0.0,0.0,0.0,15.9,12.2
E12000003,Yorkshire And The Humber,2017,89.2,71.1,0.0,0.0,0.0,11.4,12.1
E12000004,East Midlands,2017,90.8,70.9,0.0,0.0,0.0,11.9,12.0
E12000005,West Midlands,2017,90.3,61.8,0.0,0.0,0.0,13.4,11.4
E12000006,East,2017,90.0,73.6,0.0,0.0,0.0,12.5,12.8
E12000007,London,2017,87.2,67.5,0.0,0.0,0.0,15.2,14.2
E12000008,South East,2017,90.1,73.3,0.0,0.0,0.0,11.6,10.8
E12000009,South West,2017,87.8,71.8,0.0,0.0,0.0,10.6,12.6
E92000001,England,2017,89.1,68.9,0.0,0.0,0.0,13.2,12.4
W92000004,Wales,2017,90.5,72.4,0.0,0.0,0.0,13.7,10.4
S92000003,Scotland,2017,89.8,71.5,0.0,0.0,0.0,11.9,11.2
N92000002,Northern Ireland,2017,87.7,72.0,0.0,0.0,0.0,11.3,8.2
K04000001,England And Wales,2017,89.1,69.1,0.0,0.0,0.0,13.2,12.4
K03000001,Great Britain,2017,89.2,69.2,0.0,0.0,0.0,13.1,12.3
K02000001,United Kingdom,2017,89.1,69.3,0.0,0.0,0.0,13.1,12.2
E09000001,City of London,2018,75.6,0.0,0.0,0.0,0.0,18.7,18.0
E09000002,Barking and Dagenham,2018,93.1,0.0,0.0,0.0,0.0,18.8,14.3
E09000003,Barnet,2018,84.4,0.0,0.0,0.0,0.0,14.8,14.3
E09000004,Bexley,2018,92.7,0.0,0.0,0.0,0.0,12.9,12.3
E09000005,Brent,2018,89.4,0.0,0.0,0.0,0.0,19.1,11.8
E09000006,Bromley,2018,91.2,0.0,0.0,0.0,0.0,13.4,11.1
E09000007,Camden,2018,84.3,0.0,0.0,0.0,0.0,17.4,12.0
E09000008,Croydon,2018,90.5,0.0,0.0,0.0,0.0,14.4,12.9
E09000009,Ealing,2018,91.9,0.0,0.0,0.0,0.0,14.3,11.9
E09000010,Enfield,2018,88.6,0.0,0.0,0.0,0.0,15.1,13.8
E09000011,Greenwich,2018,91.9,0.0,0.0,0.0,0.0,15.9,12.6
E09000012,Hackney,2018,88.1,0.0,0.0,0.0,0.0,18.6,12.8
E09000013,Hammersmith and Fulham,2018,87.2,0.0,0.0,0.0,0.0,15.0,12.3
E09000014,Haringey,2018,89.6,0.0,0.0,0.0,0.0,16.0,12.5
E09000015,Harrow,2018,87.2,0.0,0.0,0.0,0.0,14.7,12.2
E09000016,Havering,2018,91.0,0.0,0.0,0.0,0.0,13.7,12.4
E09000017,Hillingdon,2018,90.9,0.0,0.0,0.0,0.0,16.1,11.8
E09000018,Hounslow,2018,91.8,0.0,0.0,0.0,0.0,13.9,11.5
E09000019,Islington,2018,87.4,0.0,0.0,0.0,0.0,18.3,12.3
E09000020,Kensington and Chelsea,2018,84.8,0.0,0.0,0.0,0.0,14.0,10.7
E09000021,Kingston upon Thames,2018,92.3,0.0,0.0,0.0,0.0,16.7,10.4
E09000022,Lambeth,2018,90.5,0.0,0.0,0.0,0.0,14.7,12.9
E09000023,Lewisham,2018,93.1,0.0,0.0,0.0,0.0,15.8,12.6
E09000024,Merton,2018,91.0,0.0,0.0,0.0,0.0,13.4,12.0
E09000025,Newham,2018,91.7,0.0,0.0,0.0,0.0,19.5,14.3
E09000026,Redbridge,2018,89.1,0.0,0.0,0.0,0.0,16.4,14.2
E09000027,Richmond upon Thames,2018,92.0,0.0,0.0,0.0,0.0,12.0,10.3
E09000028,Southwark,2018,87.1,0.0,0.0,0.0,0.0,14.3,12.6
E09000029,Sutton,2018,92.6,0.0,0.0,0.0,0.0,12.5,10.9
E09000030,Tower Hamlets,2018,86.5,0.0,0.0,0.0,0.0,16.7,14.3
E09000031,Waltham Forest,2018,91.3,0.0,0.0,0.0,0.0,20.2,12.6
E09000032,Wandsworth,2018,92.0,0.0,0.0,0.0,0.0,14.8,12.6
E09000033,Westminster,2018,76.2,0.0,0.0,0.0,0.0,15.5,12.1
E13000001,Inner London,2018,84.7,0.0,0.0,0.0,0.0,16.5,13.0
E13000002,Outer London,2018,90.1,0.0,0.0,0.0,0.0,15.1,12.4
E12000001,North East,2018,91.2,0.0,0.0,0.0,0.0,12.5,11.0
E12000002,North West,2018,88.5,0.0,0.0,0.0,0.0,14.3,13.5
E12000003,Yorkshire And The Humber,2018,90.4,0.0,0.0,0.0,0.0,11.8,10.9
E12000004,East Midlands,2018,91.1,0.0,0.0,0.0,0.0,12.1,10.9
E12000005,West Midlands,2018,90.2,0.0,0.0,0.0,0.0,13.3,13.1
E12000006,East,2018,90.4,0.0,0.0,0.0,0.0,12.3,10.6
E12000007,London,2018,87.1,0.0,0.0,0.0,0.0,15.9,12.7
E12000008,South East,2018,90.3,0.0,0.0,0.0,0.0,11.7,10.0
E12000009,South West,2018,90.0,0.0,0.0,0.0,0.0,10.4,9.5
E92000001,England,2018,89.3,0.0,0.0,0.0,0.0,13.1,11.5
W92000004,Wales,2018,89.3,0.0,0.0,0.0,0.0,13.3,10.4
S92000003,Scotland,2018,90.9,0.0,0.0,0.0,0.0,11.1,11.8
N92000002,Northern Ireland,2018,87.3,0.0,0.0,0.0,0.0,9.6,7.9
K04000001,England And Wales,2018,89.3,0.0,0.0,0.0,0.0,13.2,11.5
K03000001,Great Britain,2018,89.4,0.0,0.0,0.0,0.0,13.0,11.5
K02000001,United Kingdom,2018,89.3,0.0,0.0,0.0,0.0,12.9,11.4
